##hsa	Homo sapiens (human)
##Method: BLAST	Options: evalue <= 1e-05
##Summary:	54 succeed, 104 fail

#Query	Gene ID|Gene name|Hyperlink
                    	positive regulation of response to stimulus	Gene Ontology	GO:0048584
                    	negative regulation of response to stimulus	Gene Ontology	GO:0048585
                    	system development	Gene Ontology	GO:0048731
                    	anatomical structure development	Gene Ontology	GO:0048856
                    	neural nucleus development	Gene Ontology	GO:0048857
                    	chemical homeostasis	Gene Ontology	GO:0048878
                    	regulation of immune response	Gene Ontology	GO:0050776
                    	regulation of biological process	Gene Ontology	GO:0050789
                    	regulation of catalytic activity	Gene Ontology	GO:0050790
                    	regulation of cellular process	Gene Ontology	GO:0050794
                    	ion homeostasis	Gene Ontology	GO:0050801
                    	regulation of calcium-mediated signaling	Gene Ontology	GO:0050848
                    	negative regulation of calcium-mediated signaling	Gene Ontology	GO:0050849
                    	positive regulation of calcium-mediated signaling	Gene Ontology	GO:0050850
                    	response to stimulus	Gene Ontology	GO:0050896
                    	nitric-oxide synthase binding	Gene Ontology	GO:0050998
                    	regulation of nitric-oxide synthase activity	Gene Ontology	GO:0050999
                    	positive regulation of nitric-oxide synthase activity	Gene Ontology	GO:0051000
                    	regulation of transport	Gene Ontology	GO:0051049
                    	positive regulation of transport	Gene Ontology	GO:0051050
                    	negative regulation of transport	Gene Ontology	GO:0051051
                    	regulation of binding	Gene Ontology	GO:0051098
                    	positive regulation of binding	Gene Ontology	GO:0051099
                    	regulation of DNA binding	Gene Ontology	GO:0051101
                    	regulation of nitrogen compound metabolic process	Gene Ontology	GO:0051171
                    	positive regulation of nitrogen compound metabolic process	Gene Ontology	GO:0051173
                    	regulation of phosphorus metabolic process	Gene Ontology	GO:0051174
                    	localization	Gene Ontology	GO:0051179
                    	sequestering of calcium ion	Gene Ontology	GO:0051208
                    	release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051209
                    	establishment of localization	Gene Ontology	GO:0051234
                    	maintenance of location	Gene Ontology	GO:0051235
                    	sequestering of metal ion	Gene Ontology	GO:0051238
                    	regulation of multicellular organismal process	Gene Ontology	GO:0051239
                    	regulation of protein metabolic process	Gene Ontology	GO:0051246
                    	positive regulation of protein metabolic process	Gene Ontology	GO:0051247
                    	negative regulation of protein metabolic process	Gene Ontology	GO:0051248
                    	regulation of release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051279
                    	negative regulation of release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051280
                    	positive regulation of release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051281
                    	regulation of sequestering of calcium ion	Gene Ontology	GO:0051282
                    	negative regulation of sequestering of calcium ion	Gene Ontology	GO:0051283
                    	positive regulation of sequestering of calcium ion	Gene Ontology	GO:0051284
                    	cell division	Gene Ontology	GO:0051301
                    	regulation of cell division	Gene Ontology	GO:0051302
                    	regulation of hydrolase activity	Gene Ontology	GO:0051336
                    	regulation of transferase activity	Gene Ontology	GO:0051338
                    	regulation of lyase activity	Gene Ontology	GO:0051339
                    	regulation of oxidoreductase activity	Gene Ontology	GO:0051341
                    	regulation of cyclic-nucleotide phosphodiesterase activity	Gene Ontology	GO:0051342
                    	positive regulation of cyclic-nucleotide phosphodiesterase activity	Gene Ontology	GO:0051343
                    	positive regulation of hydrolase activity	Gene Ontology	GO:0051345
                    	positive regulation of transferase activity	Gene Ontology	GO:0051347
                    	positive regulation of lyase activity	Gene Ontology	GO:0051349
                    	positive regulation of oxidoreductase activity	Gene Ontology	GO:0051353
                    	response to glucocorticoid	Gene Ontology	GO:0051384
                    	response to mineralocorticoid	Gene Ontology	GO:0051385
                    	response to corticosterone	Gene Ontology	GO:0051412
                    	regulation of cytosolic calcium ion concentration	Gene Ontology	GO:0051480
                    	response to calcium ion	Gene Ontology	GO:0051592
                    	detection of stimulus	Gene Ontology	GO:0051606
                    	cellular localization	Gene Ontology	GO:0051641
                    	establishment of localization in cell	Gene Ontology	GO:0051649
                    	cellular response to stimulus	Gene Ontology	GO:0051716
                    	regulation of cell cycle	Gene Ontology	GO:0051726
                    	inositol trisphosphate kinase activity	Gene Ontology	GO:0051766
                    	regulation of calcium ion transport	Gene Ontology	GO:0051924
                    	negative regulation of calcium ion transport	Gene Ontology	GO:0051926
                    	positive regulation of calcium ion transport	Gene Ontology	GO:0051928
                    	cyclic purine nucleotide metabolic process	Gene Ontology	GO:0052652
                    	metal ion homeostasis	Gene Ontology	GO:0055065
                    	calcium ion homeostasis	Gene Ontology	GO:0055074
                    	cation homeostasis	Gene Ontology	GO:0055080
                    	cellular chemical homeostasis	Gene Ontology	GO:0055082
                    	transmembrane transport	Gene Ontology	GO:0055085
                    	nucleobase-containing small molecule metabolic process	Gene Ontology	GO:0055086
                    	oxidation-reduction process	Gene Ontology	GO:0055114
                    	regulation of cardiac muscle contraction	Gene Ontology	GO:0055117
                    	heart contraction	Gene Ontology	GO:0060047
                    	cardiac muscle contraction	Gene Ontology	GO:0060048
                    	molecular transducer activity	Gene Ontology	GO:0060089
                    	regulation of macromolecule metabolic process	Gene Ontology	GO:0060255
                    	regulation of ryanodine-sensitive calcium-release channel activity	Gene Ontology	GO:0060314
                    	negative regulation of ryanodine-sensitive calcium-release channel activity	Gene Ontology	GO:0060315
                    	positive regulation of ryanodine-sensitive calcium-release channel activity	Gene Ontology	GO:0060316
                    	head development	Gene Ontology	GO:0060322
                    	regulation of cellular localization	Gene Ontology	GO:0060341
                    	cytosolic calcium ion transport	Gene Ontology	GO:0060401
                    	calcium ion transport into cytosol	Gene Ontology	GO:0060402
                    	cardiac conduction	Gene Ontology	GO:0061337
                    	biological regulation	Gene Ontology	GO:0065007
                    	regulation of biological quality	Gene Ontology	GO:0065008
                    	regulation of molecular function	Gene Ontology	GO:0065009
                    	intracellular organelle lumen	Gene Ontology	GO:0070013
                    	extracellular exosome	Gene Ontology	GO:0070062
                    	sarcoplasmic reticulum calcium ion transport	Gene Ontology	GO:0070296
                    	calcium ion import	Gene Ontology	GO:0070509
                    	calcium ion transmembrane transport	Gene Ontology	GO:0070588
                    	divalent metal ion transport	Gene Ontology	GO:0070838
                    	cellular response to abiotic stimulus	Gene Ontology	GO:0071214
                    	cellular response to radiation	Gene Ontology	GO:0071478
                    	cellular response to light stimulus	Gene Ontology	GO:0071482
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	regulation of protein serine/threonine kinase activity	Gene Ontology	GO:0071900
                    	positive regulation of protein serine/threonine kinase activity	Gene Ontology	GO:0071902
                    	cell periphery	Gene Ontology	GO:0071944
                    	cellular divalent inorganic cation homeostasis	Gene Ontology	GO:0072503
                    	divalent inorganic cation homeostasis	Gene Ontology	GO:0072507
                    	divalent inorganic cation transport	Gene Ontology	GO:0072511
                    	purine-containing compound metabolic process	Gene Ontology	GO:0072521
                    	purine-containing compound biosynthetic process	Gene Ontology	GO:0072522
                    	protein phosphatase activator activity	Gene Ontology	GO:0072542
                    	regulation of primary metabolic process	Gene Ontology	GO:0080090
                    	cell communication by electrical coupling involved in cardiac conduction	Gene Ontology	GO:0086064
                    	cell communication involved in cardiac conduction	Gene Ontology	GO:0086065
                    	regulation of muscle system process	Gene Ontology	GO:0090257
                    	regulation of calcium ion import	Gene Ontology	GO:0090279
                    	positive regulation of calcium ion import	Gene Ontology	GO:0090280
                    	negative regulation of calcium ion import	Gene Ontology	GO:0090281
                    	organophosphate biosynthetic process	Gene Ontology	GO:0090407
                    	neuron part	Gene Ontology	GO:0097458
                    	calcium ion transmembrane import into cytosol	Gene Ontology	GO:0097553
                    	cation transmembrane transport	Gene Ontology	GO:0098655
                    	inorganic ion transmembrane transport	Gene Ontology	GO:0098660
                    	inorganic cation transmembrane transport	Gene Ontology	GO:0098662
                    	inorganic ion homeostasis	Gene Ontology	GO:0098771
                    	molecular function regulator	Gene Ontology	GO:0098772
                    	membrane protein complex	Gene Ontology	GO:0098796
                    	plasma membrane protein complex	Gene Ontology	GO:0098797
                    	supramolecular fiber	Gene Ontology	GO:0099512
                    	polymeric cytoskeletal fiber	Gene Ontology	GO:0099513
                    	transmembrane receptor activity	Gene Ontology	GO:0099600
                    	cell-cell signaling by wnt	Gene Ontology	GO:0198738
                    	regulation of purine nucleotide biosynthetic process	Gene Ontology	GO:1900371
                    	positive regulation of purine nucleotide biosynthetic process	Gene Ontology	GO:1900373
                    	regulation of purine nucleotide metabolic process	Gene Ontology	GO:1900542
                    	positive regulation of purine nucleotide metabolic process	Gene Ontology	GO:1900544
                    	regulation of calcium ion transmembrane transporter activity	Gene Ontology	GO:1901019
                    	negative regulation of calcium ion transmembrane transporter activity	Gene Ontology	GO:1901020
                    	positive regulation of calcium ion transmembrane transporter activity	Gene Ontology	GO:1901021
                    	carbohydrate derivative metabolic process	Gene Ontology	GO:1901135
                    	carbohydrate derivative biosynthetic process	Gene Ontology	GO:1901137
                    	nucleoside phosphate biosynthetic process	Gene Ontology	GO:1901293
                    	organic cyclic compound metabolic process	Gene Ontology	GO:1901360
                    	organic cyclic compound biosynthetic process	Gene Ontology	GO:1901362
                    	regulation of voltage-gated calcium channel activity	Gene Ontology	GO:1901385
                    	organonitrogen compound metabolic process	Gene Ontology	GO:1901564
                    	organonitrogen compound biosynthetic process	Gene Ontology	GO:1901566
                    	organic substance catabolic process	Gene Ontology	GO:1901575
                    	organic substance biosynthetic process	Gene Ontology	GO:1901576
                    	organic hydroxy compound metabolic process	Gene Ontology	GO:1901615
                    	response to ketone	Gene Ontology	GO:1901654
                    	response to nitrogen compound	Gene Ontology	GO:1901698
                    	response to oxygen-containing compound	Gene Ontology	GO:1901700
                    	regulation of high voltage-gated calcium channel activity	Gene Ontology	GO:1901841
                    	regulation of cell communication by electrical coupling involved in cardiac conduction	Gene Ontology	GO:1901844
                    	transmembrane transporter complex	Gene Ontology	GO:1902495
                    	regulation of intracellular signal transduction	Gene Ontology	GO:1902531
                    	negative regulation of intracellular signal transduction	Gene Ontology	GO:1902532
                    	positive regulation of intracellular signal transduction	Gene Ontology	GO:1902533
                    	single-organism localization	Gene Ontology	GO:1902578
                    	calcium ion import into cytosol	Gene Ontology	GO:1902656
                    	mitotic cell cycle process	Gene Ontology	GO:1903047
                    	regulation of calcium ion transmembrane transport	Gene Ontology	GO:1903169
                    	negative regulation of calcium ion transmembrane transport	Gene Ontology	GO:1903170
                    	calcium ion transport from endoplasmic reticulum to cytosol	Gene Ontology	GO:1903514
                    	regulation of blood circulation	Gene Ontology	GO:1903522
                    	extracellular vesicle	Gene Ontology	GO:1903561
                    	regulation of cardiac conduction	Gene Ontology	GO:1903779
                    	regulation of cation transmembrane transport	Gene Ontology	GO:1904062
                    	negative regulation of cation transmembrane transport	Gene Ontology	GO:1904063
                    	positive regulation of cation transmembrane transport	Gene Ontology	GO:1904064
                    	positive regulation of calcium ion transmembrane transport	Gene Ontology	GO:1904427
                    	cell surface receptor signaling pathway involved in cell-cell signaling	Gene Ontology	GO:1905114
                    	transporter complex	Gene Ontology	GO:1990351
                    	regulation of ion homeostasis	Gene Ontology	GO:2000021
                    	negative regulation of receptor activity	Gene Ontology	GO:2000272
                    	positive regulation of receptor activity	Gene Ontology	GO:2000273
                    	regulation of cation channel activity	Gene Ontology	GO:2001257
                    	negative regulation of cation channel activity	Gene Ontology	GO:2001258
                    	positive regulation of cation channel activity	Gene Ontology	GO:2001259
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cell	Gene Ontology Slim	GO:0005623
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	NTX249700
////
Query:              	NTX249702
////
Query:              	NTX258811
Gene:               	hsa:60	ACTB, BRWS1, PS1TP5BP1
Entrez Gene ID:      	60
Pathway:            	Inflammation mediated by chemokine and cytokine signaling pathway	PANTHER	P00031
                    	Gastric acid secretion	KEGG PATHWAY	hsa04971
                    	Integrin signalling pathway	PANTHER	P00034
                    	Tight junction	KEGG PATHWAY	hsa04530
                    	Nicotinic acetylcholine receptor signaling pathway	PANTHER	P00044
                    	Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670
                    	UCH proteinases	Reactome	R-HSA-5689603
                    	Influenza A	KEGG PATHWAY	hsa05164
                    	Hippo signaling pathway	KEGG PATHWAY	hsa04390
                    	Proteoglycans in cancer	KEGG PATHWAY	hsa05205
                    	Huntington disease	PANTHER	P00029
                    	DAP12 signaling	Reactome	R-HSA-2424491
                    	NCAM signaling for neurite out-growth	Reactome	R-HSA-375165
                    	Rap1 signaling pathway	KEGG PATHWAY	hsa04015
                    	EPH-Ephrin signaling	Reactome	R-HSA-2682334
                    	Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810
                    	Alzheimer disease-presenilin pathway	PANTHER	P00004
                    	Cytoskeletal regulation by Rho GTPase	PANTHER	P00016
                    	Phagosome	KEGG PATHWAY	hsa04145
                    	Viral myocarditis	KEGG PATHWAY	hsa05416
                    	Oxytocin signaling pathway	KEGG PATHWAY	hsa04921
                    	Dilated cardiomyopathy	KEGG PATHWAY	hsa05414
                    	Signaling by FGFR3	Reactome	R-HSA-5654741
                    	Salmonella infection	KEGG PATHWAY	hsa05132
                    	RHO GTPases Activate WASPs and WAVEs	Reactome	R-HSA-5663213
                    	Platelet activation	KEGG PATHWAY	hsa04611
                    	Cadherin signaling pathway	PANTHER	P00012
                    	NGF signalling via TRKA from the plasma membrane	Reactome	R-HSA-187037
                    	Clathrin-mediated endocytosis	Reactome	R-HSA-8856828
                    	Apoptosis	KEGG PATHWAY	hsa04210
                    	Focal adhesion	KEGG PATHWAY	hsa04510
                    	Bacterial invasion of epithelial cells	KEGG PATHWAY	hsa05100
                    	Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130
                    	Shigellosis	KEGG PATHWAY	hsa05131
                    	Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231
                    	Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410
                    	Signaling by FGFR	Reactome	R-HSA-190236
                    	Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913
                    	Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919
                    	RAF/MAP kinase cascade	Reactome	R-HSA-5673001
                    	Gap junction trafficking	Reactome	R-HSA-190828
                    	Adherens junction	KEGG PATHWAY	hsa04520
                    	Signaling by Rho GTPases	Reactome	R-HSA-194315
                    	Gap junction trafficking and regulation	Reactome	R-HSA-157858
                    	IRS-mediated signalling	Reactome	R-HSA-112399
                    	Developmental Biology	Reactome	R-HSA-1266738
                    	Vibrio cholerae infection	KEGG PATHWAY	hsa05110
                    	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412
                    	Signaling by Insulin receptor	Reactome	R-HSA-74752
                    	Signaling by SCF-KIT	Reactome	R-HSA-1433557
                    	Interleukin-3, 5 and GM-CSF signaling	Reactome	R-HSA-512988
                    	Interaction between L1 and Ankyrins	Reactome	R-HSA-445095
                    	Immune System	Reactome	R-HSA-168256
                    	Deubiquitination	Reactome	R-HSA-5688426
                    	HATs acetylate histones	Reactome	R-HSA-3214847
                    	Signaling by PDGF	Reactome	R-HSA-186797
                    	Signalling to RAS	Reactome	R-HSA-167044
                    	Recycling pathway of L1	Reactome	R-HSA-437239
                    	Signaling by Leptin	Reactome	R-HSA-2586552
                    	Cell-extracellular matrix interactions	Reactome	R-HSA-446353
                    	Epigenetic regulation of gene expression	Reactome	R-HSA-212165
                    	Vesicle-mediated transport	Reactome	R-HSA-5653656
                    	SOS-mediated signalling	Reactome	R-HSA-112412
                    	Adherens junctions interactions	Reactome	R-HSA-418990
                    	Global Genome Nucleotide Excision Repair (GG-NER)	Reactome	R-HSA-5696399
                    	ARMS-mediated activation	Reactome	R-HSA-170984
                    	FCERI mediated MAPK activation	Reactome	R-HSA-2871796
                    	DNA Repair	Reactome	R-HSA-73894
                    	Signaling by GPCR	Reactome	R-HSA-372790
                    	FRS-mediated FGFR2 signaling	Reactome	R-HSA-5654700
                    	Axon guidance	Reactome	R-HSA-422475
                    	Gap junction degradation	Reactome	R-HSA-190873
                    	Signalling by NGF	Reactome	R-HSA-166520
                    	Signaling by ERBB4	Reactome	R-HSA-1236394
                    	Metabolism of proteins	Reactome	R-HSA-392499
                    	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Reactome	R-HSA-389958
                    	FRS-mediated FGFR4 signaling	Reactome	R-HSA-5654712
                    	RHO GTPase Effectors	Reactome	R-HSA-195258
                    	Post-translational protein modification	Reactome	R-HSA-597592
                    	Cell junction organization	Reactome	R-HSA-446728
                    	DAP12 interactions	Reactome	R-HSA-2172127
                    	VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097
                    	Nucleotide Excision Repair	Reactome	R-HSA-5696398
                    	Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696
                    	Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708
                    	Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687
                    	Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716
                    	SHC1 events in EGFR signaling	Reactome	R-HSA-180336
                    	EPH-ephrin mediated repulsion of cells	Reactome	R-HSA-3928665
                    	Fcgamma receptor (FCGR) dependent phagocytosis	Reactome	R-HSA-2029480
                    	FRS-mediated FGFR3 signaling	Reactome	R-HSA-5654706
                    	Signalling to ERKs	Reactome	R-HSA-187687
                    	IGF1R signaling cascade	Reactome	R-HSA-2428924
                    	Frs2-mediated activation	Reactome	R-HSA-170968
                    	Translocation of GLUT4 to the plasma membrane	Reactome	R-HSA-1445148
                    	Cytokine Signaling in Immune system	Reactome	R-HSA-1280215
                    	Signal Transduction	Reactome	R-HSA-162582
                    	MAP2K and MAPK activation	Reactome	R-HSA-5674135
                    	GRB2 events in EGFR signaling	Reactome	R-HSA-179812
                    	VEGFR2 mediated cell proliferation	Reactome	R-HSA-5218921
                    	Hemostasis	Reactome	R-HSA-109582
                    	Regulation of actin dynamics for phagocytic cup formation	Reactome	R-HSA-2029482
                    	Cell-cell junction organization	Reactome	R-HSA-421270
                    	FRS-mediated FGFR1 signaling	Reactome	R-HSA-5654693
                    	DNA Damage Recognition in GG-NER	Reactome	R-HSA-5696394
                    	IRS-related events triggered by IGF1R	Reactome	R-HSA-2428928
                    	Gastrin-CREB signalling pathway via PKC and MAPK	Reactome	R-HSA-881907
                    	Prolonged ERK activation events	Reactome	R-HSA-169893
                    	Folding of actin by CCT/TriC	Reactome	R-HSA-390450
                    	Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202
                    	Insulin receptor signalling cascade	Reactome	R-HSA-74751
                    	Cell-Cell communication	Reactome	R-HSA-1500931
                    	RET signaling	Reactome	R-HSA-8853659
                    	SHC1 events in ERBB4 signaling	Reactome	R-HSA-1250347
                    	L1CAM interactions	Reactome	R-HSA-373760
                    	Protein folding	Reactome	R-HSA-391251
                    	Signaling by FGFR2	Reactome	R-HSA-5654738
                    	Signaling by Interleukins	Reactome	R-HSA-449147
                    	Signaling by FGFR1	Reactome	R-HSA-5654736
                    	Signaling by FGFR4	Reactome	R-HSA-5654743
                    	Chromatin organization	Reactome	R-HSA-4839726
                    	RHO GTPases Activate Formins	Reactome	R-HSA-5663220
                    	B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924
                    	Gene Expression	Reactome	R-HSA-74160
                    	MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996
                    	Formation of annular gap junctions	Reactome	R-HSA-196025
                    	Interleukin receptor SHC signaling	Reactome	R-HSA-912526
                    	Prefoldin mediated transfer of substrate  to CCT/TriC	Reactome	R-HSA-389957
                    	Innate Immune System	Reactome	R-HSA-168249
                    	Chromatin modifying enzymes	Reactome	R-HSA-3247509
                    	Downstream signal transduction	Reactome	R-HSA-186763
                    	Signalling to p38 via RIT and RIN	Reactome	R-HSA-187706
                    	Chaperonin-mediated protein folding	Reactome	R-HSA-390466
                    	Signaling by VEGF	Reactome	R-HSA-194138
                    	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	R-HSA-2404192
                    	Interleukin-2 signaling	Reactome	R-HSA-451927
                    	MAPK family signaling cascades	Reactome	R-HSA-5683057
                    	Membrane Trafficking	Reactome	R-HSA-199991
                    	EPHB-mediated forward signaling	Reactome	R-HSA-3928662
                    	Signaling by EGFR	Reactome	R-HSA-177929
                    	RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467
Disease:            	Immune system diseases	KEGG DISEASE	
                    	Primary immunodeficiency	KEGG DISEASE	
                    	Other phagocyte defects	KEGG DISEASE	H00101
                    	Nervous system diseases	KEGG DISEASE	
                    	Other nervous and sensory system diseases	KEGG DISEASE	
                    	Juvenile-onset dystonia	KEGG DISEASE	H01255
                    	Relative hand skill in reading disability	NHGRI GWAS Catalog	
                    	Dystonia, juvenile-onset	OMIM	607371
                    	Baraitser-Winter syndrome 1	OMIM	243310
GO:                 	histone acetyltransferase complex	Gene Ontology	GO:0000123
                    	nucleotide binding	Gene Ontology	GO:0000166
                    	nuclear chromosome	Gene Ontology	GO:0000228
                    	chromatin	Gene Ontology	GO:0000785
                    	nuclear chromatin	Gene Ontology	GO:0000790
                    	regulatory region DNA binding	Gene Ontology	GO:0000975
                    	transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000976
                    	RNA polymerase II regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977
                    	RNA polymerase II core promoter proximal region sequence-specific DNA binding	Gene Ontology	GO:0000978
                    	RNA polymerase II distal enhancer sequence-specific DNA binding	Gene Ontology	GO:0000980
                    	core promoter proximal region sequence-specific DNA binding	Gene Ontology	GO:0000987
                    	RNA polymerase II regulatory region DNA binding	Gene Ontology	GO:0001012
                    	regulatory region nucleic acid binding	Gene Ontology	GO:0001067
                    	enhancer sequence-specific DNA binding	Gene Ontology	GO:0001158
                    	core promoter proximal region DNA binding	Gene Ontology	GO:0001159
                    	cell activation	Gene Ontology	GO:0001775
                    	nucleoside binding	Gene Ontology	GO:0001882
                    	purine nucleoside binding	Gene Ontology	GO:0001883
                    	tissue homeostasis	Gene Ontology	GO:0001894
                    	retina homeostasis	Gene Ontology	GO:0001895
                    	immune effector process	Gene Ontology	GO:0002252
                    	activation of immune response	Gene Ontology	GO:0002253
                    	immune system process	Gene Ontology	GO:0002376
                    	immune response-activating cell surface receptor signaling pathway	Gene Ontology	GO:0002429
                    	Fc receptor mediated stimulatory signaling pathway	Gene Ontology	GO:0002431
                    	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	Gene Ontology	GO:0002433
                    	regulation of immune system process	Gene Ontology	GO:0002682
                    	positive regulation of immune system process	Gene Ontology	GO:0002684
                    	immune response-activating signal transduction	Gene Ontology	GO:0002757
                    	immune response-regulating signaling pathway	Gene Ontology	GO:0002764
                    	immune response-regulating cell surface receptor signaling pathway	Gene Ontology	GO:0002768
                    	nucleic acid binding	Gene Ontology	GO:0003676
                    	DNA binding	Gene Ontology	GO:0003677
                    	chromatin binding	Gene Ontology	GO:0003682
                    	double-stranded DNA binding	Gene Ontology	GO:0003690
                    	structural molecule activity	Gene Ontology	GO:0005198
                    	structural constituent of cytoskeleton	Gene Ontology	GO:0005200
                    	binding	Gene Ontology	GO:0005488
                    	protein binding	Gene Ontology	GO:0005515
                    	ATP binding	Gene Ontology	GO:0005524
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	nucleus	Gene Ontology	GO:0005634
                    	nucleoplasm	Gene Ontology	GO:0005654
                    	chromosome	Gene Ontology	GO:0005694
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	cytoskeleton	Gene Ontology	GO:0005856
                    	plasma membrane	Gene Ontology	GO:0005886
                    	adherens junction	Gene Ontology	GO:0005912
                    	cell-substrate adherens junction	Gene Ontology	GO:0005924
                    	focal adhesion	Gene Ontology	GO:0005925
                    	chromatin organization	Gene Ontology	GO:0006325
                    	chromatin remodeling	Gene Ontology	GO:0006338
                    	transport	Gene Ontology	GO:0006810
                    	endocytosis	Gene Ontology	GO:0006897
                    	phagocytosis	Gene Ontology	GO:0006909
                    	movement of cell or subcellular component	Gene Ontology	GO:0006928
                    	response to stress	Gene Ontology	GO:0006950
                    	immune response	Gene Ontology	GO:0006955
                    	organelle organization	Gene Ontology	GO:0006996
                    	cell communication	Gene Ontology	GO:0007154
                    	cell adhesion	Gene Ontology	GO:0007155
                    	signal transduction	Gene Ontology	GO:0007165
                    	cell surface receptor signaling pathway	Gene Ontology	GO:0007166
                    	enzyme linked receptor protein signaling pathway	Gene Ontology	GO:0007167
                    	transmembrane receptor protein tyrosine kinase signaling pathway	Gene Ontology	GO:0007169
                    	multicellular organism development	Gene Ontology	GO:0007275
                    	nervous system development	Gene Ontology	GO:0007399
                    	central nervous system development	Gene Ontology	GO:0007417
                    	brain development	Gene Ontology	GO:0007420
                    	blood coagulation	Gene Ontology	GO:0007596
                    	hemostasis	Gene Ontology	GO:0007599
                    	cytoskeletal protein binding	Gene Ontology	GO:0008092
                    	transcription factor binding	Gene Ontology	GO:0008134
                    	metabolic process	Gene Ontology	GO:0008152
                    	response to wounding	Gene Ontology	GO:0009611
                    	positive regulation of metabolic process	Gene Ontology	GO:0009893
                    	cellular process	Gene Ontology	GO:0009987
                    	gene expression	Gene Ontology	GO:0010467
                    	regulation of gene expression	Gene Ontology	GO:0010468
                    	positive regulation of macromolecule metabolic process	Gene Ontology	GO:0010604
                    	positive regulation of gene expression	Gene Ontology	GO:0010628
                    	membrane	Gene Ontology	GO:0016020
                    	cellular component organization	Gene Ontology	GO:0016043
                    	vesicle-mediated transport	Gene Ontology	GO:0016192
                    	single organismal cell-cell adhesion	Gene Ontology	GO:0016337
                    	purine nucleotide binding	Gene Ontology	GO:0017076
                    	regulation of metabolic process	Gene Ontology	GO:0019222
                    	kinesin binding	Gene Ontology	GO:0019894
                    	enzyme binding	Gene Ontology	GO:0019899
                    	substantia nigra development	Gene Ontology	GO:0021762
                    	cellular component assembly	Gene Ontology	GO:0022607
                    	biological adhesion	Gene Ontology	GO:0022610
                    	signaling	Gene Ontology	GO:0023052
                    	cell junction	Gene Ontology	GO:0030054
                    	cell-substrate junction	Gene Ontology	GO:0030055
                    	platelet activation	Gene Ontology	GO:0030168
                    	intracellular ribonucleoprotein complex	Gene Ontology	GO:0030529
                    	adenyl nucleotide binding	Gene Ontology	GO:0030554
                    	midbrain development	Gene Ontology	GO:0030901
                    	Tat protein binding	Gene Ontology	GO:0030957
                    	protein acetyltransferase complex	Gene Ontology	GO:0031248
                    	chromatin DNA binding	Gene Ontology	GO:0031490
                    	nucleosome binding	Gene Ontology	GO:0031491
                    	nucleosomal DNA binding	Gene Ontology	GO:0031492
                    	membrane-enclosed lumen	Gene Ontology	GO:0031974
                    	nuclear lumen	Gene Ontology	GO:0031981
                    	vesicle	Gene Ontology	GO:0031982
                    	membrane-bounded vesicle	Gene Ontology	GO:0031988
                    	protein complex binding	Gene Ontology	GO:0032403
                    	multicellular organismal process	Gene Ontology	GO:0032501
                    	developmental process	Gene Ontology	GO:0032502
                    	ribonucleoside binding	Gene Ontology	GO:0032549
                    	purine ribonucleoside binding	Gene Ontology	GO:0032550
                    	ribonucleotide binding	Gene Ontology	GO:0032553
                    	purine ribonucleotide binding	Gene Ontology	GO:0032555
